"federal_district";"federal_district_short";"region_code";"region_name";"okato";"id";"name";"name_short";"year";"e1";"e2";"e3";"e4";"e5";"e6";"e8";"ege_budg";"wos";"scopus";"rsci";"rnd";"total_income";"square";"phd_share";"pps";"rnd_private";"pk"
Центральный федеральный округ;ЦФО;"77";г. Москва;"45000000000";156;Федеральное государственное бюджетное образовательное учреждение высшего профессионального образования «Московский государственный университет приборостроения и информатики»;МГУПИ;2014;65.4;225.55;1.25;2256.42;130.66;"0";3.59;68.18;18.7131;27.371400000000005;294.6615;124912.0;1249603.5;101886;73.07;399;6818.91;7010.85
Центральный федеральный округ;ЦФО;"77";г. Москва;"45000000000";158;Федеральное государственное бюджетное образовательное учреждение высшего образования «Московский государственный университет технологий и управления имени К.Г. Разумовского (Первый казачий университет)»;ФГБОУ ВО «МГУТУ им. К.Г. Разумовского (Первый казачий университет)»;2013;68.09;158.0;6.64;2056.71;13.23;"97.416";2.43;68.96;9.7812;5.3351999999999995;479.77279999999996;87848.0;1143529.506;57866;77.27;494;59171.32;4374.3
Центральный федеральный округ;ЦФО;"77";г. Москва;"45000000000";158;Федеральное государственное бюджетное образовательное учреждение высшего образования «Московский государственный университет технологий и управления имени К.Г. Разумовского (Первый казачий университет)»;ФГБОУ ВО «МГУТУ им. К.Г. Разумовского (Первый казачий университет)»;2014;73.5;308.78;8.42;3759.86;128.46;"75";1.91;73.5;9.2868;7.2376;464.12200000000007;130536.9;1591481.8;96481;73.27;436;103676.44;6441.75
Центральный федеральный округ;ЦФО;"77";г. Москва;"45000000000";158;Федеральное государственное бюджетное образовательное учреждение высшего образования «Московский государственный университет технологий и управления имени К.Г. Разумовского (Первый казачий университет)»;ФГБОУ ВО «МГУТУ им. К.Г. Разумовского (Первый казачий университет)»;2015;71.48;313.53;8.22;3802.3;157.08;"70";2.13;71.72;11.0088;15.429;836.0015999999999;118701.0;1439550.8;96481;67.39;417;99550.40999999999;8116.75
Центральный федеральный округ;ЦФО;"77";г. Москва;"45000000000";158;Федеральное государственное бюджетное образовательное учреждение высшего образования «Московский государственный университет технологий и управления имени К.Г. Разумовского (Первый казачий университет)»;ФГБОУ ВО «МГУТУ им. К.Г. Разумовского (Первый казачий университет)»;2016;73.55;397.93;8.16;5714.49;181.89;"50";1.53;73.47;14.355;27.5;1598.575;91524.3;1314333.4;96481;84.23;275;67201.75;8338.85
Центральный федеральный округ;ЦФО;"77";г. Москва;"45000000000";158;Федеральное государственное бюджетное образовательное учреждение высшего образования «Московский государственный университет технологий и управления имени К.Г. Разумовского (Первый казачий университет)»;ФГБОУ ВО «МГУТУ им. К.Г. Разумовского (Первый казачий университет)»;2017;74.67;287.5;8.75;5551.79;192.78;"55";2.04;74.03;7.190499999999999;21.5518;681.3442;63092.7;1218340.0;96481;93.52;197;44931.76;7313.4
Центральный федеральный округ;ЦФО;"77";г. Москва;"45000000000";159;Федеральное государственное бюджетное образовательное учреждение высшего образования «Московская государственная художественно-промышленная академия им. С.Г. Строганова»;ФГБОУ ВО «Московская государственная художественно-промышленная академия им. С.Г. Строганова», МГХПА им. С.Г. Строганова;2013;69.24;117.02;2.15;2116.16;19.32;"98.578";43.11;73.82;0.0;0.0;4.6883;27102.6;490098.51;27842;33.17;271;12108.28;1441.0
Центральный федеральный округ;ЦФО;"77";г. Москва;"45000000000";159;Федеральное государственное бюджетное образовательное учреждение высшего образования «Московская государственная художественно-промышленная академия им. С.Г. Строганова»;ФГБОУ ВО «Московская государственная художественно-промышленная академия им. С.Г. Строганова», МГХПА им. С.Г. Строганова;2014;71.43;150.22;2.43;3608.49;127.68;"55";65.9;69.9;0.0;1.1985000000000001;82.8375;29405.8;736472.1;27842;64.06;235;1163.25;1562.0
Центральный федеральный округ;ЦФО;"77";г. Москва;"45000000000";159;Федеральное государственное бюджетное образовательное учреждение высшего образования «Московская государственная художественно-промышленная академия им. С.Г. Строганова»;ФГБОУ ВО «Московская государственная художественно-промышленная академия им. С.Г. Строганова», МГХПА им. С.Г. Строганова;2015;69.04;308.59;3.84;3028.48;127.9;"70";48.3;71.18;0.0;0.0;130.1476;34600.0;647639.4;27842;55.96;242;21450.88;1536.0
Центральный федеральный округ;ЦФО;"77";г. Москва;"45000000000";159;Федеральное государственное бюджетное образовательное учреждение высшего образования «Московская государственная художественно-промышленная академия им. С.Г. Строганова»;ФГБОУ ВО «Московская государственная художественно-промышленная академия им. С.Г. Строганова», МГХПА им. С.Г. Строганова;2016;72.08;228.28;3.36;2730.19;141.85;"60";64.27;75.32;0.0;0.0;100.5952;18925.7;535253.3;27842;67.18;232;3104.1600000000003;1520.0
Центральный федеральный округ;ЦФО;"77";г. Москва;"45000000000";159;Федеральное государственное бюджетное образовательное учреждение высшего образования «Московская государственная художественно-промышленная академия им. С.Г. Строганова»;ФГБОУ ВО «Московская государственная художественно-промышленная академия им. С.Г. Строганова», МГХПА им. С.Г. Строганова;2017;73.76;185.96;3.21;2828.95;147.05;"60";19.82;75.01;0.0;0.0;0.0;34766.4;614306.3;27842;61.76;242;8097.320000000001;1590.0
Центральный федеральный округ;ЦФО;"77";г. Москва;"45000000000";160;Федеральное государственное бюджетное образовательное учреждение высшего образования «Московский педагогический государственный университет»;Московский педагогический государственный университет, ФГБОУ ВО «МПГУ», MПГУ;2013;71.16;138.91;5.65;1761.98;9.8;"98.651";5.32;75.47;48.3408;61.819199999999995;1002.5856;160167.5;2031001.5439999998;126310;70.14;1296;13698.720000000001;12243.8
Центральный федеральный округ;ЦФО;"77";г. Москва;"45000000000";160;Федеральное государственное бюджетное образовательное учреждение высшего образования «Московский педагогический государственный университет»;Московский педагогический государственный университет, ФГБОУ ВО «МПГУ», MПГУ;2014;67.31;203.21;5.1;2525.91;104.56;"85";5.41;73.21;74.8836;101.4444;1366.3188;187883.5;2345676.4;123151;86.01;1116;9965.88;12226.2
Центральный федеральный округ;ЦФО;"77";г. Москва;"45000000000";160;Федеральное государственное бюджетное образовательное учреждение высшего образования «Московский педагогический государственный университет»;Московский педагогический государственный университет, ФГБОУ ВО «МПГУ», MПГУ;2015;68.7;161.68;5.16;2872.37;123.71;"80";4.73;73.39;112.455;153.174;1742.244;204902.5;3640150.3;152830;84.47;1470;7305.9;15284.8
Центральный федеральный округ;ЦФО;"77";г. Москва;"45000000000";160;Федеральное государственное бюджетное образовательное учреждение высшего образования «Московский педагогический государственный университет»;Московский педагогический государственный университет, ФГБОУ ВО «МПГУ», MПГУ;2016;67.4;163.55;6.56;3073.2;136.15;"0";3.9;70.0;151.54319999999998;232.0302;2507.292;191331.4;3595342.0;149887;70.82;1626;11772.24;15299.8
Центральный федеральный округ;ЦФО;"77";г. Москва;"45000000000";160;Федеральное государственное бюджетное образовательное учреждение высшего образования «Московский педагогический государственный университет»;Московский педагогический государственный университет, ФГБОУ ВО «МПГУ», MПГУ;2017;67.58;158.36;7.04;3384.91;167.21;NaN;4.27;70.81;201.1933;238.235;2382.0425999999998;177799.7;3800412.2;128575;80.46;1537;12787.84;15348.8
Центральный федеральный округ;ЦФО;"77";г. Москва;"45000000000";161;Федеральное государственное автономное образовательное учреждение высшего образования «Московский физико-технический институт (национальный исследовательский университет)»;МФТИ;2013;91.99;1124.63;9.78;3921.94;14.58;"100";13.3;94.99;325.6136;284.2176;377.07039999999995;1281464.5;4468833.56;79632;61.2;524;173559.28000000003;5326.0
Центральный федеральный округ;ЦФО;"77";г. Москва;"45000000000";161;Федеральное государственное автономное образовательное учреждение высшего образования «Московский физико-технический институт (национальный исследовательский университет)»;МФТИ;2014;92.9;1703.48;9.29;4636.68;105.86;"100";11.71;93.83;469.60020000000003;428.04720000000003;486.17009999999993;1955766.9;5323372.8;79632;57.83;513;304886.16000000003;5611.0
Центральный федеральный округ;ЦФО;"77";г. Москва;"45000000000";161;Федеральное государственное автономное образовательное учреждение высшего образования «Московский физико-технический институт (национальный исследовательский университет)»;МФТИ;2015;93.08;1267.02;8.34;4783.12;135.67;"85";10.86;96.31;511.2758;552.4986;582.4648;1674937.6;6323040.9;90354;54.59;514;356865.06;5878.0
Центральный федеральный округ;ЦФО;"77";г. Москва;"45000000000";161;Федеральное государственное автономное образовательное учреждение высшего образования «Московский физико-технический институт (национальный исследовательский университет)»;МФТИ;2016;94.45;1745.73;8.88;6610.74;177.09;"70";7.75;96.78;609.8344;688.7832000000001;973.1792;1715792.5;6497365.3;92328;66.77;392;357876.4;6095.0
Центральный федеральный округ;ЦФО;"77";г. Москва;"45000000000";161;Федеральное государственное автономное образовательное учреждение высшего образования «Московский физико-технический институт (национальный исследовательский университет)»;МФТИ;2017;93.43;2263.35;9.63;6964.3;224.29;"55";7.27;95.13;967.0512;858.873;1170.7848000000001;2094394.6;6444418.3;92328;67.65;402;643449.24;6240.0
Центральный федеральный округ;ЦФО;"77";г. Москва;"45000000000";162;Федеральное государственное бюджетное образовательное учреждение высшего образования «Национальный исследовательский университет «МЭИ»;ФГБОУ ВО «НИУ «МЭИ»;2013;67.74;929.3;2.21;3701.78;18.49;"99.667";6.58;70.28;45.32640000000001;137.11520000000002;749.5328;1116828.7;4448805.055;192251;69.71;1136;631207.04;10399.75
Центральный федеральный округ;ЦФО;"77";г. Москва;"45000000000";162;Федеральное государственное бюджетное образовательное учреждение высшего образования «Национальный исследовательский университет «МЭИ»;ФГБОУ ВО «НИУ «МЭИ»;2014;62.26;1036.03;5.71;2977.92;115.79;"80";5.23;64.63;102.6;190.608;849.4140000000001;1046963.6;4773843.5;192251;68.97;1140;487304.39999999997;10431.15
Центральный федеральный округ;ЦФО;"77";г. Москва;"45000000000";162;Федеральное государственное бюджетное образовательное учреждение высшего образования «Национальный исследовательский университет «МЭИ»;ФГБОУ ВО «НИУ «МЭИ»;2015;65.4;1356.01;6.81;5599.67;151.98;"80";3.81;67.88;190.7444;460.534;3058.5538;1064334.6;4395179.1;192251;69.81;1126;717430.9;10811.15
Центральный федеральный округ;ЦФО;"77";г. Москва;"45000000000";162;Федеральное государственное бюджетное образовательное учреждение высшего образования «Национальный исследовательский университет «МЭИ»;ФГБОУ ВО «НИУ «МЭИ»;2016;67.88;1165.73;7.78;5158.22;169.17;"0";4.0;68.53;285.2544;523.4676000000001;3733.4388;904080.3;4000459.0;192251;74.54;1074;561250.92;10579.15
Центральный федеральный округ;ЦФО;"77";г. Москва;"45000000000";162;Федеральное государственное бюджетное образовательное учреждение высшего образования «Национальный исследовательский университет «МЭИ»;ФГБОУ ВО «НИУ «МЭИ»;2017;69.71;1562.18;8.85;6093.26;209.78;"85";4.28;72.8;578.8488000000001;807.9528000000001;3904.4687999999996;1203194.2;4693029.1;192251;82.38;1032;907478.88;10731.65
Северо-западный федеральный округ;СЗФО;"51";Мурманская область;"47000000000";163;Федеральное государственное бюджетное образовательное учреждение высшего образования «Мурманский арктический государственный университет»;ФГБОУ ВО «МАГУ», ФГБОУ ВО «Мурманский арктический государственный университет», МАГУ;2013;65.68;64.48;0.32;2380.77;7.21;"95.022";3.67;70.61;5.0374;5.0374;95.6216;11403.2;421031.8979999999;15397;75.85;178;3058.04;2135.7
Северо-западный федеральный округ;СЗФО;"51";Мурманская область;"47000000000";163;Федеральное государственное бюджетное образовательное учреждение высшего образования «Мурманский арктический государственный университет»;ФГБОУ ВО «МАГУ», ФГБОУ ВО «Мурманский арктический государственный университет», МАГУ;2014;62.55;106.83;0.01;2644.65;130.24;"80";3.38;66.73;3.0079999999999996;4.0;140.25599999999997;17060.2;422350.6;15397;73.99;160;8331.2;2046.15
Северо-западный федеральный округ;СЗФО;"51";Мурманская область;"47000000000";163;Федеральное государственное бюджетное образовательное учреждение высшего образования «Мурманский арктический государственный университет»;ФГБОУ ВО «МАГУ», ФГБОУ ВО «Мурманский арктический государственный университет», МАГУ;2015;64.43;42.99;0.27;2891.38;154.7;"80";3.83;65.57;0.0;3.8226;288.1164;6219.0;418238.8;15397;80.47;138;4738.92;1733.4
Северо-западный федеральный округ;СЗФО;"51";Мурманская область;"47000000000";163;Федеральное государственное бюджетное образовательное учреждение высшего образования «Мурманский арктический государственный университет»;ФГБОУ ВО «МАГУ», ФГБОУ ВО «Мурманский арктический государственный университет», МАГУ;2016;63.58;62.73;1.01;2670.15;141.47;"0";2.86;67.65;5.150399999999999;15.468600000000002;381.51239999999996;10585.3;450587.4;15397;79.95;174;10915.019999999999;2544.2
Северо-западный федеральный округ;СЗФО;"51";Мурманская область;"47000000000";163;Федеральное государственное бюджетное образовательное учреждение высшего образования «Мурманский арктический государственный университет»;ФГБОУ ВО «МАГУ», ФГБОУ ВО «Мурманский арктический государственный университет», МАГУ;2017;63.91;76.83;1.45;3595.63;150.08;"80";4.05;65.18;6.4056;21.963999999999995;220.5648;11417.3;534310.0;15397;88.28;136;3688.32;2014.0
Приволжский федеральный округ;ПФО;"16";Республика Татарстан (Татарстан);"92000000000";164;Федеральное государственное бюджетное образовательное учреждение высшего образования «Набережночелнинский государственный педагогический университет»;ФГБОУ ВПО «НИСПТР»;2013;63.79;72.14;6.1;1121.34;13.2;"97.942";3.8;63.61;0.79;2.3542;22.025199999999998;14486.3;225172.7205;24680;66.37;158;9585.86;1870.05
Приволжский федеральный округ;ПФО;"16";Республика Татарстан (Татарстан);"92000000000";164;Федеральное государственное бюджетное образовательное учреждение высшего образования «Набережночелнинский государственный педагогический университет»;ФГБОУ ВПО «НИСПТР»;2014;65.14;93.41;7.51;2492.42;132.0;"80";3.4;65.39;1.8840000000000001;8.4937;46.2051;15553.4;414987.7;25415;75.62;157;0.0;1757.7
Приволжский федеральный округ;ПФО;"16";Республика Татарстан (Татарстан);"92000000000";164;Федеральное государственное бюджетное образовательное учреждение высшего образования «Набережночелнинский государственный педагогический университет»;ФГБОУ ВПО «НИСПТР»;2015;68.07;104.76;9.69;2108.47;143.57;"75";3.09;68.78;12.36;5.7;241.515;16525.9;332610.9;24680;76.56;150;15349.5;1702.7
Приволжский федеральный округ;ПФО;"16";Республика Татарстан (Татарстан);"92000000000";164;Федеральное государственное бюджетное образовательное учреждение высшего образования «Набережночелнинский государственный педагогический университет»;ФГБОУ ВПО «НИСПТР»;2016;70.02;108.34;7.53;2668.58;165.51;"0";2.43;72.87;2.015;8.047;109.59;14008.6;345047.4;27926;78.72;130;7339.8;1759.85
Приволжский федеральный округ;ПФО;"16";Республика Татарстан (Татарстан);"92000000000";164;Федеральное государственное бюджетное образовательное учреждение высшего образования «Набережночелнинский государственный педагогический университет»;ФГБОУ ВПО «НИСПТР»;2017;71.64;126.55;12.68;2940.92;180.42;"75";2.33;72.05;3.8939999999999997;4.862;131.417;14300.0;332324.5;18191;79.28;110;13920.5;1690.1
Центральный федеральный округ;ЦФО;"77";г. Москва;"45000000000";165;Федеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский ядерный университет «МИФИ»;НИЯУ МИФИ;2013;81.78;1949.5;5.65;6822.33;16.1;"98.627";7.38;87.07;412.67089999999996;454.33439999999996;1095.0624;1853585.3;6486660.180000001;127998;72.11;809;534902.7100000001;7950.8
Центральный федеральный округ;ЦФО;"77";г. Москва;"45000000000";165;Федеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский ядерный университет «МИФИ»;НИЯУ МИФИ;2014;83.23;2391.58;7.37;6277.03;185.22;"85";7.48;86.39;622.674;850.278;1445.0279999999998;2204918.6;5810483.9;162283;70.42;780;784976.4;7552.7
Центральный федеральный округ;ЦФО;"77";г. Москва;"45000000000";165;Федеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский ядерный университет «МИФИ»;НИЯУ МИФИ;2015;84.33;2262.64;12.06;6166.06;191.82;"85";8.7;88.65;1067.721;1358.7735;3216.2245000000003;2089549.5;5694354.5;162283;73.67;755;983093.0499999999;6943.5
Центральный федеральный округ;ЦФО;"77";г. Москва;"45000000000";165;Федеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский ядерный университет «МИФИ»;НИЯУ МИФИ;2016;88.4;2118.24;18.57;6327.28;166.15;"85";7.93;89.87;1479.6388;2089.0296000000003;3666.9876;1746488.6;5216843.8;162283;72.21;724;670214.04;6676.1
Центральный федеральный округ;ЦФО;"77";г. Москва;"45000000000";165;Федеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский ядерный университет «МИФИ»;НИЯУ МИФИ;2017;88.74;2317.66;20.07;6935.72;206.3;"85";7.85;90.52;2003.61;2367.26;4282.11;1681807.1;5032908.8;148627;73.22;700;747411.0;6036.25
Приволжский федеральный округ;ПФО;"52";Нижегородская область;"22000000000";166;Федеральное государственное бюджетное образовательное учреждение высшего образования «Нижегородский государственный архитектурно-строительный университет»;ННГАСУ;2013;64.01;89.94;2.21;1231.86;11.84;"99.459";3.81;68.78;10.1422;14.7288;218.41260000000003;63048.3;863539.1404999999;69782;61.47;646;37390.48;5891.65
Приволжский федеральный округ;ПФО;"52";Нижегородская область;"22000000000";166;Федеральное государственное бюджетное образовательное учреждение высшего образования «Нижегородский государственный архитектурно-строительный университет»;ННГАСУ;2014;61.94;114.79;2.13;1425.31;126.85;"15";3.84;65.62;37.3065;45.934;261.2645;71364.6;886265.5;69782;63.53;595;48605.549999999996;5720.0
Приволжский федеральный округ;ПФО;"52";Нижегородская область;"22000000000";166;Федеральное государственное бюджетное образовательное учреждение высшего образования «Нижегородский государственный архитектурно-строительный университет»;ННГАСУ;2015;62.15;91.84;2.35;1485.36;140.97;"80";3.76;65.3;44.128;45.976000000000006;298.536;54783.6;886019.1;69782;61.9;560;43702.4;5281.8
Приволжский федеральный округ;ПФО;"52";Нижегородская область;"22000000000";166;Федеральное государственное бюджетное образовательное учреждение высшего образования «Нижегородский государственный архитектурно-строительный университет»;ННГАСУ;2016;62.9;119.61;2.61;1931.3;153.23;"80";3.28;66.32;18.8307;50.672700000000006;1477.8531;55722.6;899696.3;69782;63.82;549;56365.83;5140.2
Приволжский федеральный округ;ПФО;"52";Нижегородская область;"22000000000";166;Федеральное государственное бюджетное образовательное учреждение высшего образования «Нижегородский государственный архитектурно-строительный университет»;ННГАСУ;2017;65.08;201.4;2.59;2369.39;185.5;"75";4.09;67.25;33.1072;41.66400000000001;1500.4864000000002;73601.8;865892.0;69782;65.18;448;89160.96;4054.1
Приволжский федеральный округ;ПФО;"52";Нижегородская область;"22000000000";167;Федеральное государственное бюджетное образовательное учреждение высшего образования «Нижегородский государственный лингвистический университет им. Н.А. Добролюбова»;НГЛУ;2013;75.19;61.98;2.32;1351.2;9.95;"99.324";7.18;86.47;2.192;7.699400000000001;242.9558;15449.0;336793.83;20584;76.8;274;11540.88;2068.25
Приволжский федеральный округ;ПФО;"52";Нижегородская область;"22000000000";167;Федеральное государственное бюджетное образовательное учреждение высшего образования «Нижегородский государственный лингвистический университет им. Н.А. Добролюбова»;НГЛУ;2014;69.48;59.52;2.82;1346.45;142.98;"85";7.1;83.31;1.0783;6.3909;279.4901;14675.5;331967.8;20584;76.94;263;6890.599999999999;2072.35
Приволжский федеральный округ;ПФО;"52";Нижегородская область;"22000000000";167;Федеральное государственное бюджетное образовательное учреждение высшего образования «Нижегородский государственный лингвистический университет им. Н.А. Добролюбова»;НГЛУ;2015;71.75;16.73;1.49;1373.66;154.15;"75";6.91;83.5;3.3768000000000002;5.6196;357.18480000000005;3752.3;308180.8;22570;79.86;252;446.04;1988.35
Приволжский федеральный округ;ПФО;"52";Нижегородская область;"22000000000";167;Федеральное государственное бюджетное образовательное учреждение высшего образования «Нижегородский государственный лингвистический университет им. Н.А. Добролюбова»;НГЛУ;2016;72.67;14.84;1.62;1593.19;153.11;"75";6.32;83.98;5.9472000000000005;28.5324;474.26560000000006;2946.6;316327.0;22570;78.22;236;3575.4;2005.0
Приволжский федеральный округ;ПФО;"52";Нижегородская область;"22000000000";167;Федеральное государственное бюджетное образовательное учреждение высшего образования «Нижегородский государственный лингвистический университет им. Н.А. Добролюбова»;НГЛУ;2017;72.84;17.76;1.82;1742.96;185.39;"75";4.95;88.2;34.458600000000004;18.999899999999997;589.1785000000001;3394.6;333079.0;22570;81.26;227;4612.64;2187.45
Приволжский федеральный округ;ПФО;"52";Нижегородская область;"22000000000";168;Федеральное государственное бюджетное образовательное учреждение высшего образования «Нижегородский государственный педагогический университет имени Козьмы Минина»;ФГБОУ ВО «НГПУ им. К. Минина», НГПУ им. К. Минина, Мининский университет;2013;63.72;33.36;2.5;1218.52;8.29;"99.253";3.87;68.48;13.748;14.73;295.9257;16661.0;608581.1655000001;41551;75.47;491;9407.56;4970.85
Приволжский федеральный округ;ПФО;"52";Нижегородская область;"22000000000";168;Федеральное государственное бюджетное образовательное учреждение высшего образования «Нижегородский государственный педагогический университет имени Козьмы Минина»;ФГБОУ ВО «НГПУ им. К. Минина», НГПУ им. К. Минина, Мининский университет;2014;62.23;70.71;2.87;1472.22;127.54;"80";3.61;67.6;21.279;20.336;640.461;29965.4;635573.8;41551;76.39;410;11115.1;4760.75
Приволжский федеральный округ;ПФО;"52";Нижегородская область;"22000000000";168;Федеральное государственное бюджетное образовательное учреждение высшего образования «Нижегородский государственный педагогический университет имени Козьмы Минина»;ФГБОУ ВО «НГПУ им. К. Минина», НГПУ им. К. Минина, Мининский университет;2015;64.6;111.22;4.7;1729.68;156.15;"80";3.7;69.61;18.7287;30.1804;791.5844000000001;40950.8;636866.7;41551;84.91;383;45239.96;4533.2
Приволжский федеральный округ;ПФО;"52";Нижегородская область;"22000000000";168;Федеральное государственное бюджетное образовательное учреждение высшего образования «Нижегородский государственный педагогический университет имени Козьмы Минина»;ФГБОУ ВО «НГПУ им. К. Минина», НГПУ им. К. Минина, Мининский университет;2016;64.06;158.57;4.92;2049.36;164.36;"80";3.41;70.24;12.883199999999999;90.29220000000001;1414.3338;54001.6;697911.0;41969;82.95;366;50138.340000000004;4885.55
Приволжский федеральный округ;ПФО;"52";Нижегородская область;"22000000000";168;Федеральное государственное бюджетное образовательное учреждение высшего образования «Нижегородский государственный педагогический университет имени Козьмы Минина»;ФГБОУ ВО «НГПУ им. К. Минина», НГПУ им. К. Минина, Мининский университет;2017;66.05;166.87;5.22;2418.8;186.89;"80";3.09;71.68;45.373599999999996;92.84559999999999;3206.8712;54415.7;788771.3;38170;86.63;344;61565.68;5304.5
Приволжский федеральный округ;ПФО;"52";Нижегородская область;"22000000000";169;Федеральное государственное бюджетное образовательное учреждение высшего образования «Нижегородский государственный технический университет им. Р.Е. Алексеева»;ФГБОУ ВО «Нижегородский государственный технический университет им. Р.Е. Алексеева», НГТУ;2013;63.07;399.81;1.36;1813.34;19.61;"99.135";4.96;66.39;72.02699999999999;82.37049999999999;598.4884999999999;347996.0;1578347.883;158510;70.37;755;203487.59999999998;8082.9
Приволжский федеральный округ;ПФО;"52";Нижегородская область;"22000000000";169;Федеральное государственное бюджетное образовательное учреждение высшего образования «Нижегородский государственный технический университет им. Р.Е. Алексеева»;ФГБОУ ВО «Нижегородский государственный технический университет им. Р.Е. Алексеева», НГТУ;2014;62.9;605.58;1.89;2250.71;168.63;"90";4.56;64.73;70.8288;70.8288;953.8079999999999;470959.9;1814785.1;158360;69.23;744;200991.59999999998;7583.65
Приволжский федеральный округ;ПФО;"52";Нижегородская область;"22000000000";169;Федеральное государственное бюджетное образовательное учреждение высшего образования «Нижегородский государственный технический университет им. Р.Е. Алексеева»;ФГБОУ ВО «Нижегородский государственный технический университет им. Р.Е. Алексеева», НГТУ;2015;62.0;591.5;2.07;2317.55;180.27;"85";4.41;62.36;137.8074;116.87100000000001;1434.2151000000001;446229.4;1748356.1;167530;70.98;717;228744.50999999998;7253.9
Приволжский федеральный округ;ПФО;"52";Нижегородская область;"22000000000";169;Федеральное государственное бюджетное образовательное учреждение высшего образования «Нижегородский государственный технический университет им. Р.Е. Алексеева»;ФГБОУ ВО «Нижегородский государственный технический университет им. Р.Е. Алексеева», НГТУ;2016;65.21;553.97;1.81;2001.09;166.96;"0";4.96;66.89;149.9801;158.1225;1161.6006;443093.6;1600572.8;168577;70.28;727;246663.83000000002;6693.3
Приволжский федеральный округ;ПФО;"52";Нижегородская область;"22000000000";169;Федеральное государственное бюджетное образовательное учреждение высшего образования «Нижегородский государственный технический университет им. Р.Е. Алексеева»;ФГБОУ ВО «Нижегородский государственный технический университет им. Р.Е. Алексеева», НГТУ;2017;65.44;854.84;1.44;2909.17;218.0;"85";4.09;66.3;156.5388;222.02290000000002;1167.2265;542307.4;1845577.0;168577;73.0;649;228214.36;6333.8
Приволжский федеральный округ;ПФО;"52";Нижегородская область;"22000000000";170;Федеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский Нижегородский государственный университет им. Н.И. Лобачевского»;Национальный исследовательский Нижегородский государственный университет им. Н.И. Лобачевского, Нижегородский государственный университет им. Н.И. Лобачевского, ННГУ им. Н.И. Лобачевского, Университет Лобачевского, ННГУ;2013;68.47;441.64;1.89;2377.25;8.74;"98.742";4.25;77.65;237.92370000000003;292.5354;1370.3845000000001;751564.6;4045443.2485;118139;68.37;1273;129807.81;12886.45
Приволжский федеральный округ;ПФО;"52";Нижегородская область;"22000000000";170;Федеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский Нижегородский государственный университет им. Н.И. Лобачевского»;Национальный исследовательский Нижегородский государственный университет им. Н.И. Лобачевского, Нижегородский государственный университет им. Н.И. Лобачевского, ННГУ им. Н.И. Лобачевского, Университет Лобачевского, ННГУ;2014;64.88;672.19;1.79;2368.44;177.01;"80";4.95;73.67;352.93440000000004;346.1472;2021.01;1092013.8;3917605.3;118139;71.34;1212;105298.56;11666.6
Приволжский федеральный округ;ПФО;"52";Нижегородская область;"22000000000";170;Федеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский Нижегородский государственный университет им. Н.И. Лобачевского»;Национальный исследовательский Нижегородский государственный университет им. Н.И. Лобачевского, Нижегородский государственный университет им. Н.И. Лобачевского, ННГУ им. Н.И. Лобачевского, Университет Лобачевского, ННГУ;2015;67.47;685.99;3.09;2834.41;185.07;"80";4.92;73.01;558.5712;637.8392;2446.6992;1062770.8;4391205.8;109235;74.23;1192;468050.72000000003;11015.85
Приволжский федеральный округ;ПФО;"52";Нижегородская область;"22000000000";170;Федеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский Нижегородский государственный университет им. Н.И. Лобачевского»;Национальный исследовательский Нижегородский государственный университет им. Н.И. Лобачевского, Нижегородский государственный университет им. Н.И. Лобачевского, ННГУ им. Н.И. Лобачевского, Университет Лобачевского, ННГУ;2016;66.58;789.69;3.57;2491.37;184.28;"80";4.9;73.25;552.684;709.815;3214.6679999999997;1251138.9;3947206.1;118545;74.18;1185;550005.9;11572.1
Приволжский федеральный округ;ПФО;"52";Нижегородская область;"22000000000";170;Федеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский Нижегородский государственный университет им. Н.И. Лобачевского»;Национальный исследовательский Нижегородский государственный университет им. Н.И. Лобачевского, Нижегородский государственный университет им. Н.И. Лобачевского, ННГУ им. Н.И. Лобачевского, Университет Лобачевского, ННГУ;2017;66.99;804.54;4.92;2999.2;183.81;"80";4.86;75.1;557.5179999999999;686.2908;1551.4563999999998;1159783.4;4323499.4;123294;77.53;1066;542274.2;12103.95
Уральский федеральный округ;УФО;"66";Свердловская область;"65000000000";172;Федеральное государственное бюджетное образовательное учреждение высшего профессионального образования «Нижнетагильская государственная социально-педагогическая академия»;Нижнетагильская государственная социально-педагогическая академия;2014;58.74;106.14;0.0;2051.04;87.83;"0";3.92;63.6;0.0;5.0099;45.112899999999996;12599.0;245171.2;27799;77.52;119;0.0;1249.5
